(14, 144)
(15, 143)
(16, 142)
(17, 141)
(18, 140)
(19, 139)
(20, 138)
(21, 137)
(22, 136)
(23, 135)
(24, 134)
(25, 133)
(26, 132)
(27, 132)
(28, 132)
(29, 132)
(30, 132)
(31, 132)
(32, 132)
(33, 132)
(34, 133)
(35, 134)
(36, 135)
(36, 136)
(36, 137)
(36, 138)
(36, 139)
(37, 140)
(38, 141)
(39, 142)
(40, 143)
(41, 144)
(42, 145)
(43, 146)
(44, 147)
(45, 148)
(46, 149)
(47, 150)
(48, 151)
(49, 152)
(50, 153)
(51, 154)
(52, 155)
(53, 156)
(54, 157)
(55, 158)
(56, 159)
(57, 160)
(58, 161)
(59, 162)
(60, 163)
(61, 164)
(62, 164)
(63, 164)
(64, 164)
(65, 164)
(66, 164)
(67, 164)
(67, 165)
(67, 166)
(67, 167)
(67, 168)
(67, 169)
(67, 170)
(67, 171)
(67, 172)
(67, 173)
(68, 173)
(69, 173)
(70, 173)
(71, 173)
(72, 173)
(73, 173)
(74, 173)
(75, 173)
(76, 173)
(77, 173)
(78, 173)
(78, 172)
(78, 171)
(78, 170)
(78, 169)
(78, 168)
(78, 167)
(78, 166)
(79, 166)
(80, 166)
(81, 166)
(82, 166)
(83, 166)
(84, 166)
(85, 166)
(86, 165)
(87, 164)
(88, 163)
(89, 162)
(90, 161)
(90, 160)
(91, 161)
(92, 162)
(93, 163)
(94, 163)
(95, 162)
(96, 161)
(97, 160)
(98, 159)
(99, 158)
(100, 158)
(101, 157)
(102, 156)
(103, 155)
(104, 154)
(105, 154)
(106, 154)
(107, 154)
(108, 154)
(109, 154)
(110, 154)
(111, 154)
(112, 154)
(113, 154)
(114, 154)
(115, 155)
(116, 156)
(117, 157)
(118, 158)
(119, 159)
(120, 160)
(121, 161)
(122, 162)
(123, 163)
(124, 164)
(125, 165)
(126, 166)
(127, 167)
(128, 168)
(129, 169)
(130, 168)
(131, 167)
(132, 166)
(133, 165)
(134, 165)
(135, 165)
(136, 165)
(137, 165)
(138, 165)
(139, 166)
(140, 167)
(141, 168)
(142, 169)
(143, 169)
(144, 169)
(145, 169)
(146, 169)
(147, 168)
(148, 167)
(149, 166)
(150, 165)
(151, 164)
(152, 163)
(153, 162)
(154, 161)
(155, 160)
(156, 159)
(155, 158)
(154, 157)
(153, 156)
(152, 155)
(151, 154)
(152, 153)
(153, 152)
(154, 151)
(155, 150)
(156, 149)
(157, 148)
(156, 147)
(155, 146)
(154, 145)
(153, 144)
(152, 143)
(151, 142)
(150, 141)
(149, 140)
(149, 139)
(149, 138)
(149, 137)
(149, 136)
(150, 135)
(151, 134)
(152, 133)
(153, 132)
(154, 131)
(155, 130)
(155, 129)
(155, 128)
(155, 127)
(155, 126)
(155, 125)
(155, 124)
(154, 123)
(153, 122)
(152, 121)
(151, 120)
(150, 119)
(149, 118)
(148, 117)
