(15, 55)
(16, 56)
(17, 57)
(18, 58)
(19, 59)
(20, 60)
(21, 61)
(22, 61)
(23, 61)
(24, 61)
(25, 61)
(26, 61)
(27, 61)
(28, 61)
(29, 61)
(30, 61)
(31, 61)
(32, 62)
(33, 63)
(34, 64)
(35, 65)
(36, 66)
(37, 67)
(38, 67)
(39, 67)
(40, 68)
(41, 69)
(42, 70)
(43, 71)
(44, 72)
(45, 73)
(46, 74)
(47, 75)
(48, 76)
(49, 77)
(50, 78)
(51, 79)
(52, 80)
(53, 80)
(54, 80)
(55, 80)
(56, 80)
(57, 80)
(58, 80)
(59, 80)
(60, 80)
(61, 80)
(62, 80)
(63, 80)
(64, 80)
(65, 80)
(66, 80)
(67, 80)
(68, 80)
(69, 80)
(70, 80)
(71, 80)
(72, 79)
(73, 78)
(74, 77)
(75, 76)
(76, 75)
(77, 74)
(78, 73)
(79, 72)
(80, 71)
(81, 70)
(81, 69)
(81, 68)
(81, 67)
(81, 66)
(81, 65)
(81, 64)
(81, 63)
(81, 62)
(81, 61)
(81, 60)
(81, 59)
(81, 58)
(81, 57)
(81, 56)
(80, 55)
(79, 54)
(78, 53)
(77, 52)
(76, 51)
(75, 50)
(74, 49)
(73, 48)
(72, 48)
(71, 48)
(70, 48)
(69, 48)
(68, 48)
(67, 48)
(66, 48)
(65, 48)
(64, 48)
(63, 47)
(62, 46)
(61, 45)
(60, 44)
(59, 43)
(58, 42)
(57, 41)
(56, 40)
(55, 39)
(54, 38)
(53, 37)
(52, 36)
(51, 35)
(50, 34)
(49, 33)
(48, 32)
(47, 31)
(46, 30)
(45, 29)
(44, 28)
(43, 27)
(42, 26)
(41, 25)
(40, 24)
(39, 23)
(38, 22)
(37, 21)
(36, 20)
(35, 19)
(34, 18)
(33, 17)
(32, 16)
(31, 15)
(30, 14)
(29, 13)
(28, 14)
(27, 15)
(26, 16)
(26, 17)
(25, 17)
(24, 17)
(23, 17)
(22, 17)
(21, 17)
(20, 17)
(19, 17)
(18, 17)
(17, 17)
(18, 17)
(19, 17)
(20, 17)
(21, 17)
(22, 17)
(23, 17)
(24, 17)
(25, 17)
(26, 17)
(27, 17)
(28, 17)
(29, 17)
(30, 17)
(31, 17)
(32, 17)
(33, 17)
(34, 17)
(35, 17)
(36, 17)
(37, 17)
(38, 18)
(39, 19)
(40, 20)
(41, 21)
(42, 22)
(43, 23)
(44, 24)
(44, 25)
(45, 26)
(46, 27)
(47, 28)
(48, 29)
(49, 30)
(50, 31)
(51, 32)
(52, 32)
(53, 33)
(54, 34)
(55, 35)
(56, 36)
(57, 37)
(58, 38)
(59, 39)
(59, 40)
(59, 41)
(59, 42)
(59, 43)
(59, 44)
(59, 45)
(59, 46)
(59, 47)
(59, 48)
(59, 49)
(59, 50)
(59, 51)
(59, 52)
(59, 53)
(58, 53)
(57, 53)
(56, 53)
(55, 53)
(54, 53)
(53, 53)
(52, 53)
(51, 53)
(50, 53)
(49, 53)
(48, 53)
(47, 53)
(46, 53)
(45, 54)
(44, 55)
(43, 56)
(42, 57)
(41, 58)
(40, 59)
(39, 60)
(38, 61)
(37, 62)
(36, 63)
(35, 64)
(34, 65)
(33, 64)
(32, 63)
(31, 62)
(30, 61)
(29, 60)
(28, 59)
(27, 58)
(26, 57)
(25, 57)
(24, 57)
(23, 57)
(22, 57)
(21, 57)
(20, 57)
(19, 57)
(18, 57)
(17, 57)
(16, 57)
(15, 57)
(14, 57)
(13, 57)
(9, 18)
(9, 19)
(10, 17)
(10, 18)
(10, 19)
(10, 20)
(11, 16)
(11, 17)
(11, 18)
(11, 19)
(11, 20)
(11, 21)
(12, 14)
(12, 15)
(12, 16)
(12, 17)
(12, 18)
(12, 19)
(12, 20)
(12, 21)
(12, 22)
(13, 14)
(13, 15)
(13, 16)
(13, 17)
(13, 18)
(13, 19)
(13, 20)
(13, 21)
(13, 22)
(13, 23)
(14, 13)
(14, 14)
(14, 15)
(14, 16)
(14, 17)
(14, 18)
(14, 19)
